Store,Date,Sales,Store_Size,Num_Employees,Returns_Pct,Num_Customers,Pct_On_Sale,Marketing,Near_Xmas,Near_BlackFriday,Holiday,DestinationEvent,Pct_Promotional,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI 
Columbus,09/25/12,60092.51,16200,31,0.38,116,8.03,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID2.1624,0,0,No,No,0.052236858,,,
Columbus,09/26/12,57390.04,16200,32,0.08,130,11.55,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID136.3216,0,0,No,No,0.052236858,,,
Columbus,09/27/12,56923.9,16200,43,0.6,143,6.62,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID216.578,0,0,No,No,0.052236858,,,
Columbus,09/28/12,64096.39,16200,37,0.46,199,9.68,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID217.1346,0,0,No,No,0.052236858,,,
Columbus,09/29/12,73191.02,16200,42,0.56,319,8.93,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID260.4503,0,0,No,No,0.052236858,,1000.0,
Columbus,09/30/12,62711.12,16200,38,0.98,199,10.62,Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID177.3285,0,0,No,No,0.050737496,,,
Columbus,10/01/12,54622.13,16200,16,0.62,111,9.57,October In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID9.85,0,0,No,No,0.050737496,0.1,,0.032845874
Columbus,10/02/12,62368.13,16200,23,0.25,134,6.91,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID4.5868,0,0,No,No,0.050737496,,,
Columbus,10/03/12,60303.73,16200,23,0.14,125,7.0,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID6.964,0,0,No,No,0.050737496,,,
Columbus,10/04/12,59827.92,16200,31,0.2,167,11.47,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID22.347,0,0,No,No,0.050737496,,,
Columbus,10/05/12,65105.08,16200,44,0.63,204,9.57,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID30.6805,0,0,No,No,0.050737496,,,
Columbus,10/06/12,174987.32,16200,139,1.03,1342,8.67,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID46.1922,0,0,Yes,Yes,0.050737496,,-11250.0,
Columbus,10/07/12,113128.97,16200,132,0.18,870,9.68,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID52.5675,0,0,Yes,Yes,0.052610438,,,
Columbus,10/08/12,92685.94,16200,54,0.2,541,11.23,In Store Credit Card Signup Discount; ID52.5961,0,0,Yes,Yes,0.052610438,,,
Columbus,10/09/12,55196.06,16200,26,0.4,111,8.33,In Store Credit Card Signup Discount; ID8.4204,0,0,No,No,0.052610438,,,
Columbus,10/10/12,55248.68,16200,20,0.36,116,10.72,In Store Credit Card Signup Discount; ID25.1244,0,0,No,No,0.052610438,,,
Columbus,10/11/12,61821.37,16200,34,0.15,162,7.84,In Store Credit Card Signup Discount; ID28.2364,0,0,No,No,0.052610438,,,
Columbus,10/12/12,65987.1,16200,40,0.89,255,10.62,In Store Credit Card Signup Discount; ID60.064,0,0,No,No,0.052610438,,,
Columbus,10/13/12,82654.27,16200,45,0.4,347,10.73,In Store Credit Card Signup Discount; ID51.665,0,0,No,No,0.052610438,,-1500.0,
Columbus,10/14/12,70235.48,16200,50,0.73,245,7.14,In Store Credit Card Signup Discount; ID136.2014,0,0,No,No,0.052383315,,,
Columbus,10/15/12,59535.61,16200,30,0.24,125,11.22,In Store Credit Card Signup Discount; ID3.3837,0,0,No,No,0.052383315,,,
Columbus,10/16/12,63032.31,16200,31,0.51,148,7.35,In Store Credit Card Signup Discount; ID49.9124,0,0,No,No,0.052383315,,,
Columbus,10/17/12,64036.14,16200,23,0.73,134,6.31,In Store Credit Card Signup Discount; ID161.5956,0,0,No,No,0.052383315,,,
Columbus,10/18/12,62239.56,16200,61,0.3,157,12.74,In Store Credit Card Signup Discount; ID58.9709,0,0,No,No,0.052383315,,,
Columbus,10/19/12,71657.32,16200,67,0.62,222,14.6,In Store Credit Card Signup Discount; ID21.0428,0,0,No,No,0.052383315,,,
Columbus,10/20/12,89878.83,16200,52,0.76,417,15.2,In Store Credit Card Signup Discount; ID193.1042,0,0,No,No,0.052383315,,-500.0,
Columbus,10/21/12,85397.1,16200,42,0.57,255,12.82,In Store Credit Card Signup Discount; ID184.46,0,0,No,No,0.047613858,,,
Columbus,10/22/12,62867.41,16200,32,0.55,125,7.07,In Store Credit Card Signup Discount; ID203.9154,0,0,No,No,0.047613858,,,
Columbus,10/23/12,66642.62,16200,27,0.48,153,9.19,In Store Credit Card Signup Discount; ID47.7087,0,0,No,No,0.047613858,,,
Columbus,10/24/12,65785.27,16200,32,0.19,171,7.66,In Store Credit Card Signup Discount; ID76.9084,0,0,No,No,0.047613858,,,
Columbus,10/25/12,75666.81,16200,54,0.29,162,6.5,In Store Credit Card Signup Discount; ID198.409,0,0,No,No,0.047613858,,,
Columbus,10/26/12,75206.03,16200,58,0.77,208,8.06,In Store Credit Card Signup Discount; ID148.6645,0,0,No,No,0.047613858,,,
Columbus,10/27/12,79723.22,16200,46,0.24,255,10.86,In Store Credit Card Signup Discount; ID200.0452,0,0,No,No,0.047613858,,-2750.0,
Columbus,10/28/12,76266.33,16200,53,0.3,185,8.89,In Store Credit Card Signup Discount; ID162.0394,0,0,No,No,0.046630313,,,
Columbus,10/29/12,68788.66,16200,27,0.41,116,10.18,In Store Credit Card Signup Discount; ID39.7967,0,0,No,No,0.046630313,,,
Columbus,10/30/12,66653.31,16200,25,0.2,134,5.86,In Store Credit Card Signup Discount; ID243.0758,0,0,No,No,0.046630313,,,
Columbus,10/31/12,73614.72,16200,26,0.2,167,6.47,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID6.7592,0,0,No,No,0.046630313,,,
Columbus,11/01/12,75407.03,16200,38,0.46,162,10.71,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID6.4748,0,0,No,No,0.046630313,,,-0.019967039
Columbus,11/02/12,57095.23,16200,53,0.08,250,5.68,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID19.3929,0,0,No,No,0.046630313,,,
Columbus,11/03/12,89917.7,16200,39,0.53,352,6.63,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID19.3752,0,0,No,No,0.046630313,,4500.0,
Columbus,11/04/12,84903.65,16200,36,0.96,264,10.1,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID39.1014,0,0,No,No,0.045138254,,,
Columbus,11/05/12,72807.26,16200,18,0.19,125,8.93,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID32.5525,0,0,No,No,0.045138254,,,
Columbus,11/06/12,72216.07,16200,26,0.3,125,9.95,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID15.9412,0,0,No,No,0.045138254,,,
Columbus,11/07/12,72619.77,16200,33,0.49,143,10.98,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID24.261,0,0,No,No,0.045138254,,,
Columbus,11/08/12,75771.82,16200,39,0.08,167,6.79,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID16.6085,0,0,No,No,0.045138254,,,
Columbus,11/09/12,86604.14,16200,54,0.56,241,8.6,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID27.6835,0,0,No,No,0.045138254,,,
Columbus,11/10/12,178557.37,16200,160,0.7,1430,10.58,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID53.6663,0,0,Yes,Yes,0.045138254,,14250.0,
Columbus,11/11/12,133617.86,16200,198,0.51,1092,8.2,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID29.5373,0,0,Yes,Yes,0.04431034,,,
Columbus,11/12/12,143176.68,16200,69,0.31,963,9.47,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID124.1958,0,0,Yes,Yes,0.04431034,,,
Columbus,11/13/12,74777.89,16200,32,0.77,143,6.71,In Store Credit Card Signup Discount; Black Friday Blitz ID5.9006,0,0,No,No,0.04431034,,,
Columbus,11/14/12,73726.35,16200,49,0.33,153,8.27,In Store Credit Card Signup Discount; Black Friday Blitz ID31.707,0,0,No,No,0.04431034,,,
Columbus,11/15/12,76062.78,16200,47,0.91,185,11.12,In Store Credit Card Signup Discount; Black Friday Blitz ID19.522,0,0,No,No,0.04431034,,,
Columbus,11/16/12,86180.77,16200,76,0.78,273,15.1,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID98.3352,0,1,No,No,0.04431034,,,
Columbus,11/17/12,136952.15,16200,74,1.11,486,20.0,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID65.0255,0,2,No,No,0.04431034,,7750.0,
Columbus,11/18/12,97657.04,16200,59,0.67,356,14.99,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID27.6364,0,3,No,No,0.062555498,,,
Columbus,11/19/12,86704.11,16200,38,0.46,241,8.87,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID22.0351,0,4,No,No,0.062555498,,,
Columbus,11/20/12,81240.3,16200,35,0.63,250,14.8,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID198.0523,0,5,No,No,0.062555498,,,
Columbus,11/21/12,95806.93,16200,40,0.46,273,14.2,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID111.9691,0,6,No,No,0.062555498,,,
Columbus,11/22/12,86613.03,16200,24,0.1,398,15.22,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID97.9764,0,7,No,No,0.062555498,,,
Columbus,11/23/12,261451.83,16200,107,1.82,1828,15.93,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID129.1367,0,8,Yes,No,0.062555498,,,
Columbus,11/24/12,114132.98,16200,57,0.89,500,16.44,In Store Credit Card Signup Discount; Christmas Email Campaign ID102.3516,0,7,No,No,0.062555498,,6250.0,
Columbus,11/25/12,106712.89,16200,58,1.52,375,17.54,In Store Credit Card Signup Discount; Christmas Email Campaign ID86.175,1,6,No,No,0.063571718,,,
Columbus,11/26/12,88345.04,16200,25,0.45,148,14.59,In Store Credit Card Signup Discount; Christmas Email Campaign ID112.6918,2,5,No,No,0.063571718,,,
Columbus,11/27/12,79994.56,16200,33,0.44,139,10.69,In Store Credit Card Signup Discount; Christmas Email Campaign ID41.4879,3,4,No,No,0.063571718,,,
Columbus,11/28/12,97108.52,16200,25,0.61,162,11.27,In Store Credit Card Signup Discount; Christmas Email Campaign ID246.3047,4,3,No,No,0.063571718,,,
Columbus,11/29/12,102936.75,16200,50,1.31,162,10.43,In Store Credit Card Signup Discount; Christmas Email Campaign ID195.9829,5,2,No,No,0.063571718,,,
Columbus,11/30/12,108342.98,16200,67,0.89,208,15.91,In Store Credit Card Signup Discount; Christmas Email Campaign ID42.0512,6,1,No,No,0.063571718,,,
Columbus,12/01/12,125613.24,16200,65,0.97,454,11.03,In Store Credit Card Signup Discount; Christmas Email Campaign ID11.1156,7,0,No,No,0.063571718,,2500.0,-0.001452012
Columbus,12/02/12,125618.93,16200,66,1.56,319,11.42,In Store Credit Card Signup Discount; Christmas Email Campaign ID11.8717,8,0,No,No,0.06899898,,,
Columbus,12/03/12,101469.09,16200,25,0.54,157,14.82,In Store Credit Card Signup Discount; Christmas Email Campaign ID21.5443,9,0,No,No,0.06899898,,,
Columbus,12/04/12,103818.12,16200,21,0.39,167,17.12,In Store Credit Card Signup Discount; Christmas Email Campaign ID13.2491,10,0,No,No,0.06899898,,,
Columbus,12/05/12,107173.1,16200,21,0.89,204,15.87,In Store Credit Card Signup Discount; Christmas Email Campaign ID27.4057,11,0,No,No,0.06899898,,,
Columbus,12/06/12,107971.58,16200,31,1.26,213,14.34,In Store Credit Card Signup Discount; Christmas Email Campaign ID29.9345,12,0,No,No,0.06899898,,,
Columbus,12/07/12,122568.57,16200,54,0.9,273,13.29,In Store Credit Card Signup Discount; Christmas Email Campaign ID60.8058,13,0,No,No,0.06899898,,,
Columbus,12/08/12,121738.57,16200,50,0.96,412,10.59,In Store Credit Card Signup Discount; Christmas Email Campaign ID61.1353,14,0,No,No,0.06899898,,-26000.0,
Columbus,12/09/12,123895.99,16200,50,0.9,435,17.69,In Store Credit Card Signup Discount; Christmas Email Campaign ID15.8107,15,0,No,No,0.074430254,,,
Columbus,12/10/12,107804.14,16200,30,0.6,190,12.75,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID29.6943,16,0,No,No,0.074430254,,,
Columbus,12/11/12,119759.98,16200,33,0.79,213,13.06,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID123.8746,17,0,No,No,0.074430254,,,
Columbus,12/12/12,107672.65,16200,31,0.66,245,13.4,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID42.5686,18,0,No,No,0.074430254,,,
Columbus,12/13/12,120918.06,16200,47,0.73,236,11.24,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID12.4874,19,0,No,No,0.074430254,,,
Columbus,12/14/12,117639.21,16200,63,0.88,301,19.28,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID145.3224,20,0,No,No,0.074430254,,,
Columbus,12/15/12,137746.79,16200,45,1.16,606,18.92,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID91.778,21,0,No,No,0.074430254,,-11750.0,
Columbus,12/16/12,128256.79,16200,34,1.71,491,18.79,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID117.0104,22,0,No,No,0.080407881,,,
Columbus,12/17/12,117521.47,16200,27,1.0,352,18.2,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID186.869,23,0,No,No,0.080407881,,,
Columbus,12/18/12,112255.0,16200,31,0.67,342,14.85,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID210.9551,24,0,No,No,0.080407881,,,
Columbus,12/19/12,121106.75,16200,28,1.13,444,19.62,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID97.9348,25,0,No,No,0.080407881,,,
Columbus,12/20/12,125443.9,16200,53,1.39,444,17.06,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID194.6545,26,0,No,No,0.080407881,,,
Columbus,12/21/12,126231.69,16200,63,1.05,537,18.84,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID228.2486,27,0,No,No,0.080407881,,,
Columbus,12/22/12,149592.9,16200,53,1.53,796,20.72,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID227.6977,28,0,Yes,No,0.080407881,,-6250.0,
Columbus,12/23/12,137935.39,16200,54,1.54,796,18.04,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID157.1698,29,0,Yes,No,0.09208429,,,
Columbus,12/24/12,108553.38,16200,31,0.55,370,22.17,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID124.8182,30,0,Yes,No,0.09208429,,,
Columbus,12/25/12,0.0,16200,0,0.0,0,0.0,None ID1.2,31,0,No,No,0.0,,,
Columbus,12/26/12,124525.41,16200,46,1.93,773,19.42,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID49.6762,30,0,No,No,0.09208429,,,
Columbus,12/27/12,104648.49,16200,43,1.68,444,20.2,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID118.6259,29,0,No,No,0.09208429,,,
Columbus,12/28/12,114939.79,16200,37,1.64,454,12.59,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID115.05,28,0,No,No,0.09208429,,,
Columbus,12/29/12,113213.34,16200,41,1.49,518,13.1,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID35.1179,27,0,No,No,0.09208429,,-4000.0,
Columbus,12/30/12,110048.24,16200,38,1.79,495,17.87,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID195.8645,26,0,No,No,0.095230417,,,
Columbus,12/31/12,110015.15,16200,27,1.17,417,13.94,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID58.0895,25,0,No,No,0.095230417,,,
Columbus,01/01/13,84808.03,16200,23,1.05,241,18.49,In Store Credit Card Signup Discount; ID0.779,24,0,No,No,0.095230417,2.8,,0.020482073
Columbus,01/02/13,91787.68,16200,20,1.26,319,13.94,In Store Credit Card Signup Discount; ID1.2499,23,0,No,No,0.095230417,,,
Columbus,01/03/13,92031.67,16200,34,1.53,231,20.79,In Store Credit Card Signup Discount; ID1.0137,22,0,No,No,0.095230417,,,
Columbus,01/04/13,98860.48,16200,38,1.57,236,17.61,In Store Credit Card Signup Discount; ID1.6791,21,0,No,No,0.095230417,,,
Columbus,01/05/13,99544.28,16200,50,2.19,338,17.71,In Store Credit Card Signup Discount; ID4.2535,20,0,No,No,0.095230417,,7750.0,
Columbus,01/06/13,87797.31,16200,35,1.32,222,15.77,In Store Credit Card Signup Discount; ID3.8764,19,0,No,No,0.104473082,,,
Columbus,01/07/13,86884.1,16200,22,0.83,171,18.21,In Store Credit Card Signup Discount; ID5.2327,18,0,No,No,0.104473082,,,
Columbus,01/08/13,80836.59,16200,20,1.04,130,13.21,In Store Credit Card Signup Discount; ID0.4614,17,0,No,No,0.104473082,,,
Columbus,01/09/13,81614.94,16200,24,1.26,167,15.48,In Store Credit Card Signup Discount; MLK Event Promotion ID1.1255,16,0,No,No,0.104473082,,,
Columbus,01/10/13,79932.59,16200,36,1.45,153,17.49,In Store Credit Card Signup Discount; MLK Event Promotion ID1.9401,15,0,No,No,0.104473082,,,
Columbus,01/11/13,88471.66,16200,46,1.31,194,16.45,In Store Credit Card Signup Discount; MLK Event Promotion ID8.4598,14,0,No,No,0.104473082,,,
Columbus,01/12/13,88611.57,16200,37,1.61,292,18.03,In Store Credit Card Signup Discount; MLK Event Promotion ID5.7671,13,0,No,No,0.104473082,,-5000.0,
Columbus,01/13/13,85137.04,16200,31,2.07,241,16.1,In Store Credit Card Signup Discount; MLK Event Promotion ID4.1738,12,0,No,No,0.138587384,,,
Columbus,01/14/13,77842.6,16200,26,0.89,134,19.2,In Store Credit Card Signup Discount; MLK Event Promotion ID10.6623,11,0,No,No,0.138587384,,,
Columbus,01/15/13,82075.57,16200,20,1.13,148,16.19,In Store Credit Card Signup Discount; MLK Event Promotion ID4.4499,10,0,No,No,0.138587384,,,
Columbus,01/16/13,77954.74,16200,22,0.87,143,13.07,In Store Credit Card Signup Discount; MLK Event Promotion ID5.2963,9,0,No,No,0.138587384,,,
Columbus,01/17/13,81207.26,16200,28,1.02,139,15.13,In Store Credit Card Signup Discount; MLK Event Promotion ID8.5145,8,0,No,No,0.138587384,,,
Columbus,01/18/13,80165.38,16200,39,1.29,194,11.86,In Store Credit Card Signup Discount; MLK Event Promotion ID13.6405,7,0,No,No,0.138587384,,,
Columbus,01/19/13,152510.25,16200,114,1.94,1078,14.72,In Store Credit Card Signup Discount; MLK Event Promotion ID0.6771,6,0,Yes,Yes,0.138587384,,-5750.0,
Columbus,01/20/13,113195.84,16200,94,1.36,847,17.55,In Store Credit Card Signup Discount; MLK Event Promotion ID16.8055,5,0,Yes,Yes,0.145372984,,,
Columbus,01/21/13,100076.83,16200,50,0.96,620,12.82,In Store Credit Card Signup Discount; MLK Event Promotion ID13.5171,4,0,Yes,Yes,0.145372984,,,
Columbus,01/22/13,61801.8,16200,18,0.63,106,16.94,In Store Credit Card Signup Discount; ID19.1945,3,0,No,No,0.145372984,,,
Columbus,01/23/13,62767.95,16200,17,1.25,130,15.38,In Store Credit Card Signup Discount; ID0.0315,2,0,No,No,0.145372984,,,
Columbus,01/24/13,61614.36,16200,38,1.26,111,9.65,In Store Credit Card Signup Discount; ID15.1985,1,0,No,No,0.145372984,,,
Columbus,01/25/13,61917.27,16200,27,0.65,116,10.73,In Store Credit Card Signup Discount; ID15.7261,0,0,No,No,0.145372984,,,
Columbus,01/26/13,70948.76,16200,30,1.11,236,8.73,In Store Credit Card Signup Discount; ID23.2064,0,0,No,No,0.145372984,,1000.0,
Columbus,01/27/13,63397.0,16200,49,1.35,194,14.34,In Store Credit Card Signup Discount; ID10.2603,0,0,No,No,0.141106073,,,
Columbus,01/28/13,50917.45,16200,20,0.44,83,14.83,In Store Credit Card Signup Discount; ID17.9229,0,0,No,No,0.141106073,,,
Columbus,01/29/13,53886.4,16200,22,0.62,93,7.77,In Store Credit Card Signup Discount; ID17.5998,0,0,No,No,0.141106073,,,
Columbus,01/30/13,52924.37,16200,25,0.49,111,9.06,In Store Credit Card Signup Discount; ID8.2561,0,0,No,No,0.141106073,,,
Columbus,01/31/13,55185.09,16200,38,1.02,153,7.58,In Store Credit Card Signup Discount; ID17.3524,0,0,No,No,0.141106073,,,
Columbus,02/01/13,65320.43,16200,36,1.03,185,11.32,In Store Credit Card Signup Discount; ID0.5304,0,0,No,No,0.141106073,,,0.07350199
Columbus,02/02/13,67250.33,16200,37,0.89,301,8.06,In Store Credit Card Signup Discount; ID3.956,0,0,No,No,0.141106073,,-2500.0,
Columbus,02/03/13,55792.38,16200,17,0.94,167,7.07,In Store Credit Card Signup Discount; ID4.8827,0,0,No,No,0.11941362,,,
Columbus,02/04/13,51265.2,16200,23,0.42,125,9.76,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.3888,0,0,No,No,0.11941362,,,
Columbus,02/05/13,54648.18,16200,19,0.65,125,7.05,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.2195,0,0,No,No,0.11941362,,,
Columbus,02/06/13,52459.71,16200,16,1.03,120,6.45,In Store Credit Card Signup Discount; Presidents Day Email Blast ID9.669,0,0,No,No,0.11941362,,,
Columbus,02/07/13,50435.57,16200,32,0.94,120,11.99,In Store Credit Card Signup Discount; Presidents Day Email Blast ID8.5578,0,0,No,No,0.11941362,,,
Columbus,02/08/13,68289.52,16200,52,0.82,204,16.63,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.4764,0,0,No,No,0.11941362,,,
Columbus,02/09/13,71442.02,16200,32,1.16,347,15.91,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.4304,0,0,No,No,0.11941362,,250.0,
Columbus,02/10/13,62211.8,16200,38,1.2,250,16.58,In Store Credit Card Signup Discount; Presidents Day Email Blast ID9.4839,0,0,No,No,0.062365058,,,
Columbus,02/11/13,53970.96,16200,30,0.4,148,14.61,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.3874,0,0,No,No,0.062365058,,,
Columbus,02/12/13,59165.51,16200,27,0.51,157,11.51,In Store Credit Card Signup Discount; Presidents Day Email Blast ID10.7491,0,0,No,No,0.062365058,,,
Columbus,02/13/13,58815.53,16200,22,0.45,148,15.36,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.9163,0,0,No,No,0.062365058,,,
Columbus,02/14/13,61639.4,16200,23,0.68,199,10.19,In Store Credit Card Signup Discount; Presidents Day Email Blast ID24.863,0,0,No,No,0.062365058,,,
Columbus,02/15/13,61787.73,16200,38,1.12,208,10.21,In Store Credit Card Signup Discount; Presidents Day Email Blast ID19.838,0,0,No,No,0.062365058,,,
Columbus,02/16/13,170124.79,16200,97,1.43,1263,11.43,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.5073,0,0,Yes,Yes,0.062365058,,5000.0,
Columbus,02/17/13,130293.1,16200,71,1.41,958,11.53,In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.1855,0,0,Yes,Yes,0.064672417,,,
Columbus,02/18/13,117026.64,16200,48,0.69,805,13.79,In Store Credit Card Signup Discount; Presidents Day Email Blast ID14.1222,0,0,Yes,Yes,0.064672417,,,
Columbus,02/19/13,52610.86,16200,31,0.6,102,11.4,Feb. In Store Credit Card Signup Discount; ID4.6952,0,0,No,No,0.064672417,,,
Columbus,02/20/13,50262.76,16200,21,0.65,125,12.64,Feb. In Store Credit Card Signup Discount; ID24.7204,0,0,No,No,0.064672417,,,
Columbus,02/21/13,50618.29,16200,29,0.2,106,9.44,Feb. In Store Credit Card Signup Discount; ID24.4139,0,0,No,No,0.064672417,,,
Columbus,02/22/13,56719.57,16200,55,0.54,148,9.91,Feb. In Store Credit Card Signup Discount; ID11.1753,0,0,No,No,0.064672417,,,
Columbus,02/23/13,64943.42,16200,42,0.29,255,10.36,Feb. In Store Credit Card Signup Discount; ID0.1717,0,0,No,No,0.064672417,,-7250.0,
Columbus,02/24/13,56486.41,16200,25,0.37,180,7.56,Feb. In Store Credit Card Signup Discount; ID2.6623,0,0,No,No,0.060196641,,,
Columbus,02/25/13,53581.64,16200,33,0.12,111,7.47,Feb. In Store Credit Card Signup Discount; ID48.0583,0,0,No,No,0.060196641,,,
Columbus,02/26/13,56962.17,16200,17,0.16,102,7.83,Feb. In Store Credit Card Signup Discount; ID9.2267,0,0,No,No,0.060196641,,,
Columbus,02/27/13,56556.99,16200,25,0.24,111,8.2,Feb. In Store Credit Card Signup Discount; ID43.1332,0,0,No,No,0.060196641,,,
Columbus,02/28/13,59726.15,16200,49,0.46,125,10.86,Feb. In Store Credit Card Signup Discount; ID36.1579,0,0,No,No,0.060196641,,,
Columbus,03/01/13,67663.71,16200,37,1.15,176,8.22,In Store Credit Card Signup Discount; ID2.1744,0,0,No,No,0.060196641,,,-0.034766141
Columbus,03/02/13,74787.19,16200,30,0.73,268,7.2,In Store Credit Card Signup Discount; ID2.3823,0,0,No,No,0.060196641,,-5750.0,
Columbus,03/03/13,57891.17,16200,35,0.37,176,8.79,In Store Credit Card Signup Discount; ID7.7571,0,0,No,No,0.066422854,,,
Columbus,03/04/13,59524.14,16200,29,0.01,120,6.33,In Store Credit Card Signup Discount; ID7.647,0,0,No,No,0.066422854,,,
Columbus,03/05/13,59477.53,16200,21,0.59,97,8.91,In Store Credit Card Signup Discount; ID4.1778,0,0,No,No,0.066422854,,,
Columbus,03/06/13,64164.1,16200,19,0.58,111,9.74,In Store Credit Card Signup Discount; March Madness Gear Sale ID7.062,0,0,No,No,0.066422854,,,
Columbus,03/07/13,61726.64,16200,34,0.57,120,8.94,In Store Credit Card Signup Discount; March Madness Gear Sale ID12.1089,0,0,No,No,0.066422854,,,
Columbus,03/08/13,61259.85,16200,27,0.42,148,12.25,In Store Credit Card Signup Discount; March Madness Gear Sale ID3.4575,0,0,No,No,0.066422854,,,
Columbus,03/09/13,79109.03,16200,35,0.61,310,8.44,In Store Credit Card Signup Discount; March Madness Gear Sale ID21.341,0,0,No,No,0.066422854,,-250.0,
Columbus,03/10/13,74523.49,16200,70,0.54,218,10.1,In Store Credit Card Signup Discount; ID13.1065,0,0,No,No,0.049576671,,,
Columbus,03/11/13,62517.11,16200,19,0.34,120,10.57,In Store Credit Card Signup Discount; ID4.7213,0,0,No,No,0.049576671,,,
Columbus,03/12/13,56520.15,16200,21,0.13,111,9.91,In Store Credit Card Signup Discount; ID23.7422,0,0,No,No,0.049576671,,,
Columbus,03/13/13,59353.27,16200,28,0.34,125,8.93,In Store Credit Card Signup Discount; ID3.5684,0,0,No,No,0.049576671,,,
